name,GALEX_NUV,WISE_3.4,SPIRE_250,t,type,n,q
NGC2976,0.031140002908,0.36485296073299994,23.0852046252,5.2,1,0.55,0.41
ESO434-040,,0.139399741104,0.115411333938,-1.3,0,20.0,0.87
NGC3049,0.0047750926553199995,0.042048836780500004,3.01422804573,2.6,1,4.42,0.31
NGC3031,0.23778787585,11.070636197899999,178.80367703,2.4,1,3.15,0.61
NGC3034,0.08332977017580001,6.27739805543,451.46419027,7.2,1,2.06,0.29
UGC05340,0.0032150632135,0.00371842547901,0.0910106290732,9.7,1,0.88,0.54
PGC028759,2.85376764247E-4,2.03847258022E-5,-0.20854937533100001,10.0,1,,
UGC05336,0.00459940024809,-0.00437786581484,0.7213828404870001,9.9,1,2.4,0.45
UGC05364,0.007071686916850001,0.8929064552600001,-0.25029663277499997,9.9,1,2.24,0.85
NGC3081,0.0029945570663699995,0.10962172764900001,2.77408071286,0.0,0,8.67,0.67
IC2531,0.00325972581693,0.158263326613,7.2562949561000005,5.0,1,1.78,0.1
UGC05373,0.0156270607183,0.06145876831230001,0.777417886935,9.9,1,1.01,0.68
NGC3073,8.08803726168E-4,0.0206926813353,0.266058941878,-2.7,0,4.73,0.82
NGC3079,0.016698935384,0.790536274888,51.894108508,6.4,1,3.16,0.19
NGC3077,,0.600145854881,16.7422072065,6.1,1,2.98,0.78
UGC05423,0.00101847119581,0.0062742252787799995,0.268219128693,9.9,1,0.81,0.64
UGC05454,,0.0011527476799400001,,8.1,1,1.21,0.8
PGC029653,0.0298099540973,0.018559662817900002,0.701935730741,9.9,1,0.43,0.77
NGC3147,0.0231469169445,0.461934853761,24.2182764725,3.9,1,3.0,0.88
NGC3185,0.0021278983405499997,0.0851772600687,2.9721441444599996,1.2,1,2.45,0.54
NGC3155,0.00161000966248,0.0197095208561,1.39036918366,3.5,1,1.26,0.57
NGC3187,0.0040440879044399995,0.023607504670700004,2.54935773836,5.0,1,0.58,0.3
NGC3190,0.00180455439911,0.36041447039,8.01689839525,0.9,1,3.29,0.32
NGC3184,0.0464843737861,0.49414073044600004,32.5051441496,5.9,1,1.27,0.93
NGC3193,0.00140583842494,0.554868954362,-0.210551513118,-4.8,0,5.91,0.83
